-0,0.000572205,-0,-0.267891,0.0223242,-9.75568,
-0.000572205,0,-0,-0.267891,0.0111621,-9.75568,
-0.00114441,0,0.000572205,-0.256729,0.0111621,-9.77801,
-0.00114441,0.000572205,-0,-0.267891,0.0334863,-9.78917,
-0.00114441,0,-0,-0.267891,0.0334863,-9.78917,
-0.000572205,0,0.000572205,-0.279053,0.0334863,-9.76685,
-0,0,-0,-0.256729,0.0446484,-9.77801,
0.00114441,0,0.000572205,-0.267891,0.0334863,-9.77801,
0.00114441,-0.000572205,0.000572205,-0.256729,0.0334863,-9.77801,
0.00171661,0,-0,-0.267891,0.0334863,-9.78917,
0.00114441,0,-0,-0.256729,0.0223242,-9.76685,
0.00114441,0,-0,-0.267891,0.0223242,-9.75568,
-0.000572205,-0.000572205,-0.000572205,-0.290215,0.0223242,-9.75568,
-0.00114441,0,-0.000572205,-0.267891,0,-9.76685,
-0.000572205,-0.000572205,-0,-0.279053,0.0334863,-9.76685,
-0.00114441,0.000572205,-0.000572205,-0.267891,0.0446484,-9.77801,
-0.000572205,-0.000572205,-0,-0.279053,0.0334863,-9.78917,
-0,-0.000572205,-0,-0.279053,0.0446484,-9.76685,
0.00114441,0,-0.000572205,-0.267891,0.0334863,-9.76685,
0.00114441,0,0.000572205,-0.267891,0.0334863,-9.76685,
0.00171661,0,-0,-0.267891,0.0334863,-9.76685,
0.00114441,0.000572205,-0,-0.267891,0.0111621,-9.77801,
0.000572205,0,-0,-0.267891,0.0223242,-9.75568,
0.000572205,-0.000572205,-0,-0.267891,0.0111621,-9.75568,
-0.00114441,0.000572205,-0,-0.267891,0.0223242,-9.75568,
-0.00114441,0,-0.000572205,-0.267891,0.0223242,-9.78917,
-0.00114441,-0.000572205,-0.000572205,-0.267891,0.0334863,-9.77801,
-0.00114441,0,-0,-0.279053,0.0334863,-9.77801,
-0,0,-0,-0.279053,0.0223242,-9.76685,
-0,0,-0,-0.267891,0.0334863,-9.76685,
0.00114441,0,-0.000572205,-0.256729,0.0446484,-9.77801,
0.00171661,0,-0,-0.267891,0.0223242,-9.75568,
0.00171661,0.000572205,-0,-0.267891,0.0223242,-9.76685,
0.00114441,0.000572205,0.000572205,-0.267891,0.0223242,-9.75568,
0.000572205,0.000572205,-0,-0.267891,0.0223242,-9.75568,
-0,0,-0,-0.267891,0.0223242,-9.76685,
-0.000572205,0,-0,-0.256729,0.0223242,-9.76685,
-0.000572205,0,-0.000572205,-0.267891,0.0223242,-9.76685,
-0.00171661,0,-0,-0.267891,0.0334863,-9.77801,
-0.000572205,0,-0,-0.267891,0.0446484,-9.77801,
0.000572205,0,-0.000572205,-0.267891,0.0446484,-9.78917,
0.000572205,0,-0,-0.256729,0.0334863,-9.78917,
0.00114441,0,-0,-0.267891,0.0334863,-9.78917,
0.00171661,0,-0,-0.267891,0.0223242,-9.78917,
0.000572205,0,-0,-0.267891,0.0223242,-9.75568,
-0,0,0.000572205,-0.279053,0.0111621,-9.76685,
-0,0,0.000572205,-0.267891,0.0111621,-9.75568,
-0.00114441,0.000572205,-0.000572205,-0.279053,0.0111621,-9.75568,
-0.00171661,0,-0,-0.267891,0.0223242,-9.75568,
-0.00171661,0.000572205,-0.000572205,-0.267891,0.0223242,-9.77801,
-0.000572205,0,-0,-0.267891,0.0446484,-9.77801,
-0,-0.000572205,0.000572205,-0.256729,0.0446484,-9.77801,
0.000572205,-0.000572205,0.000572205,-0.267891,0.0446484,-9.78917,
0.00114441,0,-0,-0.256729,0.0223242,-9.77801,
0.00171661,0,0.000572205,-0.267891,0.0223242,-9.77801,
0.00171661,0.000572205,-0.000572205,-0.267891,0.0111621,-9.76685,
0.000572205,0.000572205,-0.000572205,-0.256729,0.0223242,-9.77801,
-0.000572205,-0.000572205,-0,-0.256729,0.0111621,-9.76685,
-0.000572205,0,-0,-0.279053,0.0111621,-9.76685,
-0.00171661,-0.000572205,-0.000572205,-0.267891,0.0223242,-9.77801,
-0.000572205,-0.000572205,-0,-0.267891,0.0223242,-9.77801,
-0.00114441,-0.000572205,-0.000572205,-0.267891,0.0334863,-9.75568,
-0.000572205,0,0.000572205,-0.267891,0.0334863,-9.75568,
0.000572205,-0.000572205,-0,-0.267891,0.0223242,-9.76685,
0.000572205,-0.00114441,-0,-0.256729,0.0334863,-9.76685,
0.00114441,-0.000572205,-0,-0.256729,0.0223242,-9.77801,
0.00114441,-0.000572205,-0,-0.267891,0.0334863,-9.77801,
0.00114441,0,-0,-0.267891,0.0111621,-9.77801,
0.000572205,0.000572205,0.000572205,-0.267891,0.0111621,-9.77801,
-0.000572205,-0.000572205,-0.000572205,-0.279053,0.0223242,-9.76685,
-0.00114441,-0.000572205,-0,-0.279053,0.0111621,-9.76685,
-0.00114441,-0.000572205,-0.000572205,-0.279053,0.0223242,-9.75568,
-0.00114441,-0.000572205,-0,-0.267891,0.0223242,-9.80033,
-0.000572205,0,0.000572205,-0.267891,0.0446484,-9.78917,
-0,-0.000572205,-0,-0.256729,0.0334863,-9.77801,
0.000572205,0,-0.00114441,-0.267891,0.0334863,-9.77801,
0.00171661,-0.000572205,-0,-0.279053,0.0223242,-9.77801,
0.00171661,0,0.000572205,-0.267891,0.0223242,-9.77801,
0.00114441,-0.000572205,-0.000572205,-0.267891,0.0111621,-9.76685,
0.00114441,-0.000572205,-0,-0.267891,0.0111621,-9.76685,
-0.000572205,0,-0.000572205,-0.279053,0.0111621,-9.76685,
-0.000572205,-0.000572205,-0,-0.267891,0.0223242,-9.75568,
-0.00114441,0,-0.000572205,-0.279053,0.0223242,-9.75568,
-0.00114441,0,-0,-0.279053,0.0334863,-9.75568,
-0.00114441,0,-0,-0.267891,0.0334863,-9.77801,
-0,-0.000572205,-0,-0.279053,0.0334863,-9.80033,
-0,0.000572205,-0,-0.279053,0.0334863,-9.78917,
0.000572205,0,-0,-0.290215,0.0223242,-9.77801,
0.00114441,0,-0,-0.279053,0.0334863,-9.77801,
0.00114441,0,-0.000572205,-0.279053,0.0223242,-9.80033,
0.00114441,0,-0.000572205,-0.279053,0.0223242,-9.77801,
-0,0,-0,-0.267891,0.0223242,-9.77801,
-0,0.000572205,-0.000572205,-0.267891,0.0223242,-9.76685,
-0.00114441,0,-0.000572205,-0.267891,0.0111621,-9.76685,
-0.00114441,-0.000572205,-0,-0.267891,0.0223242,-9.77801,
-0.00114441,0.000572205,-0.000572205,-0.267891,0.0334863,-9.78917,
-0.000572205,0.000572205,-0,-0.245566,0.0334863,-9.76685,
-0,0,-0.000572205,-0.267891,0.0334863,-9.76685,
0.000572205,0.000572205,0.000572205,-0.279053,0.0446484,-9.78917,
0.00171661,0.000572205,-0.000572205,-0.267891,0.0334863,-9.77801,
0.00171661,0,-0,-0.279053,0.0223242,-9.76685,
0.00114441,0.000572205,-0,-0.267891,0.0334863,-9.76685,
0.00114441,0,0.000572205,-0.267891,0.0223242,-9.75568,
-0.000572205,-0.000572205,-0,-0.256729,0.0111621,-9.76685,
-0.000572205,0,-0,-0.267891,0.0223242,-9.77801,
-0.00114441,-0.000572205,0.00171661,-0.267891,0.0334863,-9.76685,
-0.000572205,0.000572205,-0,-0.267891,0.0334863,-9.76685,
-0.000572205,0,-0.000572205,-0.256729,0.0334863,-9.77801,
-0,0.000572205,-0,-0.267891,0.0446484,-9.78917,
-0,0.000572205,-0,-0.267891,0.0223242,-9.77801,
0.00114441,0,-0,-0.279053,0.0223242,-9.76685,
0.00114441,0,-0,-0.290215,0.0111621,-9.76685,
0.00114441,0,0.000572205,-0.267891,0.0223242,-9.75568,
0.000572205,0.000572205,-0,-0.279053,0.0111621,-9.75568,
-0,0.000572205,0.000572205,-0.279053,0.0223242,-9.75568,
-0.000572205,0.000572205,-0,-0.267891,0.0111621,-9.75568,
-0.00114441,0.000572205,-0,-0.256729,0.0111621,-9.74452,
-0.00114441,0,-0,-0.256729,0.0334863,-9.74452,
-0.000572205,-0.000572205,-0,-0.279053,0.0223242,-9.76685,
0.000572205,0,-0.000572205,-0.267891,0.0334863,-9.77801,
0.000572205,0,0.000572205,-0.279053,0.0446484,-9.78917,
0.00114441,0.000572205,-0,-0.267891,0.0334863,-9.78917,
0.00114441,0,0.000572205,-0.267891,0.0223242,-9.77801,
0.00114441,0,0.000572205,-0.267891,0.0223242,-9.77801,
0.000572205,0.000572205,-0,-0.256729,0.0223242,-9.74452,
0.000572205,0,-0,-0.267891,0.0111621,-9.76685,
-0.00114441,0,0.000572205,-0.267891,0,-9.75568,
-0.00114441,-0.000572205,-0,-0.267891,0.0111621,-9.76685,
-0.00171661,0.000572205,-0,-0.256729,0.0111621,-9.75568,
-0.00114441,0,0.000572205,-0.267891,0.0223242,-9.76685,
-0.000572205,0,-0,-0.267891,0.0334863,-9.76685,
-0,-0.000572205,-0,-0.267891,0.0334863,-9.77801,
0.000572205,-0.000572205,-0,-0.256729,0.0334863,-9.77801,
0.00114441,-0.000572205,-0,-0.267891,0.0334863,-9.76685,
0.00114441,-0.000572205,-0,-0.267891,0.0334863,-9.77801,
0.00114441,-0.000572205,-0,-0.267891,0.0223242,-9.77801,
0.000572205,-0.000572205,-0,-0.256729,0.0111621,-9.76685,
-0.000572205,-0.000572205,-0.000572205,-0.267891,0.0111621,-9.75568,
-0.000572205,-0.000572205,-0.000572205,-0.279053,0.0111621,-9.75568,
-0.00171661,0,-0.000572205,-0.267891,0.0223242,-9.78917,
-0.00114441,0,-0,-0.267891,0.0334863,-9.77801,
-0.00114441,0,-0.000572205,-0.267891,0.0334863,-9.77801,
-0.000572205,0,-0,-0.279053,0.0334863,-9.77801,
0.000572205,-0.000572205,-0.000572205,-0.267891,0.0334863,-9.77801,
0.00114441,0.000572205,-0,-0.279053,0.0334863,-9.77801,
0.00114441,0,-0.000572205,-0.279053,0.0223242,-9.76685,
0.00114441,-0.000572205,-0,-0.279053,0.0223242,-9.75568,
0.000572205,0,-0.000572205,-0.279053,0.0223242,-9.75568,
-0,0,-0,-0.279053,0.0111621,-9.75568,
-0.000572205,0,-0,-0.267891,0.0223242,-9.76685,
-0.000572205,0.000572205,-0.000572205,-0.267891,0.0111621,-9.77801,
-0.000572205,0,-0.000572205,-0.256729,0.0111621,-9.77801,
-0.00114441,0,-0,-0.267891,0.0334863,-9.77801,
-0.000572205,-0.000572205,-0.000572205,-0.256729,0.0334863,-9.80033,
-0,0,-0.000572205,-0.256729,0.0334863,-9.80033,
0.00114441,0.000572205,-0.000572205,-0.267891,0.0334863,-9.77801,
0.00114441,0,-0,-0.267891,0.0334863,-9.76685,
0.00114441,0.000572205,-0,-0.267891,0.0223242,-9.76685,
0.000572205,0,-0,-0.279053,0,-9.78917,
0.000572205,0.000572205,-0.000572205,-0.267891,0.0111621,-9.76685,
-0.000572205,0,-0,-0.267891,0.0111621,-9.75568,
-0.000572205,0.000572205,-0,-0.267891,0.0111621,-9.75568,
-0.000572205,0,-0,-0.267891,0.0223242,-9.76685,
-0.000572205,0,-0,-0.279053,0.0334863,-9.77801,
-0,0.000572205,-0,-0.279053,0.0334863,-9.75568,
0.000572205,0,0.000572205,-0.279053,0.0334863,-9.76685,
0.00114441,0,0.000572205,-0.267891,0.0446484,-9.77801,
0.00171661,0.000572205,-0,-0.267891,0.0334863,-9.78917,
0.00171661,0,-0.000572205,-0.279053,0.0334863,-9.78917,
0.00114441,0,-0,-0.279053,0.0111621,-9.77801,
0.000572205,0.000572205,-0.000572205,-0.279053,0.0223242,-9.76685,
-0,0.000572205,0.000572205,-0.267891,0.0223242,-9.76685,
-0.000572205,0.000572205,-0,-0.256729,0.0223242,-9.76685,
-0.00171661,0,-0.000572205,-0.267891,0.0446484,-9.77801,
-0.00171661,0,-0,-0.267891,0.0334863,-9.77801,
-0.00114441,0,-0,-0.267891,0.0334863,-9.78917,
-0.000572205,0,-0,-0.279053,0.0446484,-9.80033,
-0,0,0.000572205,-0.267891,0.0334863,-9.78917,
0.00114441,0,-0,-0.267891,0.0334863,-9.78917,
0.00114441,0.000572205,-0.000572205,-0.267891,0.0334863,-9.77801,
0.00114441,0,0.000572205,-0.279053,0.0223242,-9.77801,
0.000572205,0,-0,-0.267891,0.0334863,-9.75568,
0.000572205,0,0.000572205,-0.279053,0.0334863,-9.77801,
-0.000572205,0.000572205,0.000572205,-0.279053,0.0223242,-9.76685,
-0.00114441,0,-0,-0.256729,0.0223242,-9.75568,
-0.00171661,0.000572205,-0,-0.267891,0.0334863,-9.77801,
-0.00114441,0,-0,-0.256729,0.0334863,-9.78917,
-0.000572205,-0.000572205,0.000572205,-0.267891,0.0334863,-9.78917,
-0,0.000572205,0.000572205,-0.267891,0.0334863,-9.78917,
0.000572205,0,-0,-0.267891,0.0446484,-9.77801,
0.00114441,0,-0,-0.267891,0.0446484,-9.75568,
0.00114441,0,-0,-0.267891,0.0111621,-9.76685,
0.000572205,0.000572205,-0,-0.267891,0.0223242,-9.75568,
0.000572205,-0.000572205,0.000572205,-0.267891,0.0111621,-9.74452,
-0.000572205,-0.000572205,-0,-0.267891,0.0111621,-9.75568,
-0.000572205,-0.000572205,0.000572205,-0.256729,0.0111621,-9.76685,
-0.00114441,-0.000572205,-0,-0.256729,0.0334863,-9.74452,
-0.00114441,0,-0,-0.267891,0.0334863,-9.75568,
-0.00114441,0,-0,-0.279053,0.0334863,-9.76685,
-0,-0.000572205,-0,-0.279053,0.0334863,-9.78917,
0.000572205,-0.000572205,-0,-0.279053,0.0334863,-9.80033,
0.00114441,0,-0,-0.279053,0.0223242,-9.78917,
0.00114441,0,0.000572205,-0.279053,0.0223242,-9.77801,
0.00114441,0,-0,-0.267891,0.0223242,-9.76685,
-0,0,-0,-0.267891,0.0223242,-9.75568,
-0,-0.000572205,-0.00114441,-0.279053,0.0223242,-9.76685,
-0.000572205,0,-0.000572205,-0.267891,0.0334863,-9.77801,
-0.00171661,0,-0.000572205,-0.267891,0.0223242,-9.77801,
-0.000572205,0,-0,-0.267891,0.0223242,-9.76685,
-0.00114441,0,-0.000572205,-0.256729,0.0446484,-9.76685,
-0,0,-0.000572205,-0.279053,0.0446484,-9.78917,
0.000572205,0,-0.000572205,-0.267891,0.0223242,-9.80033,
0.00114441,0,-0,-0.279053,0.0334863,-9.77801,
0.00171661,0,-0.000572205,-0.267891,0.0446484,-9.77801,
0.00114441,0.000572205,-0,-0.279053,0.0223242,-9.76685,
0.00114441,0,-0,-0.267891,0.0111621,-9.76685,
0.000572205,0,-0.00114441,-0.256729,0.0111621,-9.77801,
-0.000572205,0.000572205,-0,-0.256729,0.0111621,-9.77801,
-0.00114441,-0.000572205,-0,-0.267891,0.0111621,-9.76685,
-0.000572205,0,-0.000572205,-0.267891,0.0334863,-9.77801,
-0.00114441,0,-0.000572205,-0.267891,0.0446484,-9.78917,
-0,0,0.000572205,-0.267891,0.0334863,-9.77801,
-0,-0.000572205,-0.000572205,-0.267891,0.0446484,-9.80033,
0.00114441,0,0.000572205,-0.256729,0.0334863,-9.78917,
0.00114441,-0.000572205,-0,-0.267891,0.0223242,-9.77801,
0.00114441,0,-0,-0.267891,0.0334863,-9.76685,
0.00114441,0,-0,-0.279053,0.0334863,-9.74452,
0.000572205,-0.000572205,-0,-0.267891,0.0223242,-9.77801,
-0,0,0.000572205,-0.279053,0.0446484,-9.76685,
-0.000572205,0,-0,-0.279053,0.0223242,-9.77801,
-0.00171661,0,-0.000572205,-0.267891,0.0223242,-9.77801,
-0.00114441,0.000572205,-0,-0.267891,0.0334863,-9.75568,
-0.00114441,0,0.000572205,-0.279053,0.0223242,-9.78917,
-0,0,0.000572205,-0.279053,0.0334863,-9.77801,
0.000572205,0.000572205,-0,-0.267891,0.0446484,-9.77801,
0.00171661,0,0.000572205,-0.267891,0.0446484,-9.76685,
0.00114441,0.000572205,-0,-0.267891,0.0223242,-9.76685,
0.00171661,0,-0,-0.279053,0.0334863,-9.76685,
0.000572205,0,0.00114441,-0.256729,0.0334863,-9.75568,
-0,0,0.000572205,-0.256729,0.0111621,-9.75568,
-0.00114441,0.000572205,-0.000572205,-0.279053,0.0223242,-9.76685,
-0.00114441,0,-0,-0.267891,0.0334863,-9.77801,
-0.00114441,0,-0,-0.267891,0.0334863,-9.76685,
-0.000572205,0.000572205,0.000572205,-0.267891,0.0446484,-9.76685,
-0.000572205,0,0.000572205,-0.267891,0.0446484,-9.78917,
-0,0.000572205,0.000572205,-0.267891,0.0446484,-9.77801,
0.000572205,0.000572205,-0,-0.290215,0.0334863,-9.77801,
0.00114441,0,-0,-0.267891,0.0334863,-9.77801,
0.00114441,0.000572205,0.000572205,-0.279053,0.0334863,-9.76685,
0.00114441,0,-0,-0.279053,0.0334863,-9.76685,
0.000572205,0,-0,-0.267891,0.0223242,-9.77801,
-0.000572205,0.000572205,-0,-0.279053,0.0223242,-9.77801,
-0.000572205,0.000572205,-0,-0.267891,0.0223242,-9.77801,
-0.00171661,0,0.000572205,-0.279053,0.0334863,-9.77801,
-0.00114441,0,-0,-0.267891,0.0223242,-9.76685,
-0.000572205,0,-0,-0.267891,0.0334863,-9.78917,
-0,0,0.000572205,-0.279053,0.0334863,-9.78917,
0.00114441,-0.000572205,-0.000572205,-0.267891,0.0334863,-9.76685,
0.00114441,0.000572205,-0,-0.267891,0.0334863,-9.77801,
0.00114441,0,-0,-0.279053,0.0223242,-9.78917,
0.00114441,0,-0,-0.279053,0.0111621,-9.77801,
0.000572205,0,-0,-0.267891,0.0111621,-9.75568,
-0,0,0.000572205,-0.279053,0.0334863,-9.76685,
0.00114441,0.000572205,0.000572205,-0.279053,0.0111621,-9.76685,
-0,0,-0,-0.267891,0.0223242,-9.76685,
-0.000572205,0.000572205,-0.000572205,-0.267891,0.0223242,-9.77801,
-0.00114441,0.000572205,-0,-0.267891,0.0334863,-9.77801,
-0.00114441,0,-0,-0.267891,0.0334863,-9.77801,
-0.00114441,0,-0.000572205,-0.267891,0.0334863,-9.77801,
-0.000572205,0,-0,-0.256729,0.0446484,-9.77801,
-0,0.000572205,-0,-0.267891,0.0223242,-9.80033,
0.00114441,0.000572205,-0,-0.290215,0.0446484,-9.78917,
0.00114441,0.000572205,-0,-0.290215,0.0446484,-9.76685,
0.00114441,0.000572205,-0,-0.279053,0.0334863,-9.76685,
0.000572205,0,-0,-0.267891,0.0111621,-9.76685,
0.000572205,0.000572205,-0,-0.256729,0.0223242,-9.77801,
-0.000572205,0.00114441,-0,-0.267891,0.0223242,-9.76685,
-0.00114441,0,-0.000572205,-0.267891,0.0223242,-9.75568,
-0.00114441,0,-0.000572205,-0.267891,0.0223242,-9.77801,
-0.00114441,0,-0,-0.279053,0.0446484,-9.77801,
-0.000572205,0,-0,-0.279053,0.0446484,-9.77801,
-0,0,-0.00114441,-0.256729,0.0446484,-9.77801,
0.000572205,0,-0,-0.267891,0.0334863,-9.76685,
0.00171661,0.000572205,-0.000572205,-0.267891,0.0446484,-9.76685,
0.00171661,0,-0,-0.279053,0.0223242,-9.76685,
0.00114441,0,0.000572205,-0.279053,0.0223242,-9.76685,
0.000572205,0.000572205,-0,-0.279053,0.0111621,-9.74452,
-0,0,-0.000572205,-0.267891,0.0111621,-9.76685,
-0.000572205,0,0.000572205,-0.279053,0.0111621,-9.76685,
-0.00171661,0,-0.000572205,-0.279053,0.0223242,-9.76685,
-0.00171661,0,-0,-0.267891,0.0334863,-9.77801,
-0.000572205,-0.000572205,0.000572205,-0.256729,0.0334863,-9.77801,
-0.000572205,-0.000572205,-0,-0.290215,0.0334863,-9.77801,
0.000572205,-0.000572205,-0,-0.279053,0.0446484,-9.78917,
0.00114441,-0.000572205,0.000572205,-0.267891,0.0446484,-9.78917,
0.00114441,0.000572205,-0,-0.256729,0.0334863,-9.76685,
0.00114441,0,-0,-0.279053,0.0223242,-9.76685,
0.000572205,0.000572205,-0,-0.279053,0.0223242,-9.77801,
-0,0,-0,-0.279053,0.0111621,-9.75568,
-0.000572205,-0.000572205,-0,-0.267891,0.0334863,-9.75568,
-0.00114441,0,-0,-0.256729,0.0223242,-9.76685,
-0.00171661,-0.000572205,-0,-0.267891,0.0223242,-9.76685,
-0.00114441,0,-0,-0.267891,0.0334863,-9.76685,
-0.00114441,0,-0,-0.290215,0.0446484,-9.76685,
-0,0,-0,-0.279053,0.0223242,-9.77801,
0.00114441,0,-0,-0.267891,0.0334863,-9.77801,
0.00114441,0,-0,-0.256729,0.0334863,-9.76685,
0.00114441,0,-0,-0.267891,0.0334863,-9.77801,
0.00114441,-0.000572205,-0,-0.267891,0.0223242,-9.78917,
0.00114441,0,0.000572205,-0.279053,0.0111621,-9.77801,
-0,-0.000572205,-0,-0.256729,0.0223242,-9.77801,
-0.00114441,0,-0,-0.279053,0.0223242,-9.76685,
-0.00171661,0,-0,-0.267891,0.0223242,-9.76685,
-0.00171661,0,-0,-0.279053,0.0223242,-9.75568,
-0.00114441,0,-0,-0.267891,0.0223242,-9.78917,
-0,0,-0,-0.267891,0.0334863,-9.78917,
0.000572205,0.000572205,-0,-0.279053,0.0334863,-9.76685,
0.00114441,0,-0,-0.267891,0.0446484,-9.77801,
